N,run,prompt,prompt_tokens,gen_tokens,prefill_seconds,decode_seconds,busy_seconds
14,0,p5,209,129,0.05319786258041859,4.066484509035945,4.1196823716163635
14,0,p6,241,129,0.056858623400330544,4.066856300458312,4.123714923858643
14,0,p7,82,129,0.039573779329657555,4.063513157889247,4.1030869372189045
14,1,p0,86,129,0.03981999307870865,4.062554072588682,4.102374065667391
14,1,p1,64,129,0.03765816427767277,4.059943042695522,4.097601206973195
14,1,p2,108,129,0.04098104499280453,4.0640334617346525,4.105014506727457
14,1,p3,153,129,0.04907110333442688,4.065440785139799,4.114511888474226
14,1,p4,178,129,0.05140155740082264,4.0663962960243225,4.117797853425145
14,1,p5,209,129,0.053300708532333374,4.066917508840561,4.120218217372894
14,1,p6,241,129,0.05577951483428478,4.067737666890025,4.12351718172431
14,1,p7,82,129,0.03966301493346691,4.061895189806819,4.101558204740286
14,2,p0,86,129,0.03981121629476547,4.0667119938880205,4.106523210182786
14,2,p1,64,129,0.037832025438547134,4.066919257864356,4.104751283302903
14,2,p2,108,129,0.04078756459057331,4.065925974398851,4.106713538989425
14,2,p3,153,129,0.04977320693433285,4.0680954828858376,4.11786868982017
14,2,p4,178,129,0.05264071002602577,4.068871881812811,4.121512591838837
14,2,p5,209,129,0.05438699945807457,4.0701908729970455,4.12457787245512
14,2,p6,241,129,0.05532893352210522,4.069639852270484,4.124968785792589
14,2,p7,82,129,0.03976115211844444,4.06405633315444,4.103817485272884
19,0,p0,86,129,0.0276752021163702,2.8392833955585957,2.866958597674966
19,0,p1,64,129,0.02631528489291668,2.8397056497633457,2.8660209346562624
19,0,p2,108,129,0.028495192527770996,2.8412304781377316,2.8697256706655025
19,0,p3,153,129,0.03400658443570137,2.8414220828562975,2.875428667291999
19,0,p4,178,129,0.037998076528310776,2.8409926164895296,2.8789906930178404
19,0,p5,209,129,0.037377238273620605,2.841010484844446,2.878387723118067
19,0,p6,241,129,0.039753492921590805,2.841470329090953,2.8812238220125437
19,0,p7,82,129,0.027402332052588463,2.839852701872587,2.8672550339251757
19,1,p0,86,129,0.027850424870848656,2.8387705963104963,2.866621021181345
19,1,p1,64,129,0.02639317512512207,2.840722318738699,2.867115493863821
19,1,p2,108,129,0.02857973985373974,2.8399946093559265,2.8685743492096663
19,1,p3,153,129,0.03393235243856907,2.8394475392997265,2.8733798917382956
19,1,p4,178,129,0.0384350661188364,2.8417163845151663,2.8801514506340027
19,1,p5,209,129,0.037856850773096085,2.8419427890330553,2.8797996398061514
19,1,p6,241,129,0.040511466562747955,2.843477673828602,2.88398914039135
19,1,p7,82,129,0.027489691972732544,2.841527035459876,2.8690167274326086
19,2,p0,86,129,0.02787318266928196,2.842349162325263,2.870222344994545
19,2,p1,64,129,0.026266682893037796,2.839494066312909,2.865760749205947
19,2,p2,108,129,0.02852649986743927,2.8396961335092783,2.8682226333767176
19,2,p3,153,129,0.03475926257669926,2.841624541208148,2.8763838037848473
19,2,p4,178,129,0.038532715290784836,2.842705328017473,2.881238043308258
19,2,p5,209,129,0.03698159195482731,2.842984829097986,2.8799664210528135
19,2,p6,241,129,0.03939436748623848,2.8397322352975607,2.879126602783799
19,2,p7,82,129,0.027442453429102898,2.8378963321447372,2.86533878557384
23,0,p0,86,129,0.01805315725505352,1.8601835817098618,1.8782367389649153
23,0,p1,64,129,0.01716103032231331,1.8627846874296665,1.8799457177519798
23,0,p2,108,129,0.0184632558375597,1.8615667223930359,1.8800299782305956
23,0,p3,153,129,0.022546900436282158,1.8614397682249546,1.8839866686612368
23,0,p4,178,129,0.024218978360295296,1.858199156820774,1.8824181351810694
23,0,p5,209,129,0.023780617862939835,1.8596415594220161,1.883422177284956
23,0,p6,241,129,0.025778088718652725,1.862987905740738,1.8887659944593906
23,0,p7,82,129,0.017890892922878265,1.8587491773068905,1.8766400702297688
23,1,p0,86,129,0.017978323623538017,1.8558911252766848,1.8738694489002228
23,1,p1,64,129,0.01713833585381508,1.8584765456616879,1.875614881515503
23,1,p2,108,129,0.018409406766295433,1.8566040005534887,1.8750134073197842
23,1,p3,153,129,0.022589296102523804,1.8593395501375198,1.8819288462400436
23,1,p4,178,129,0.023914996534585953,1.8615965116769075,1.8855115082114935
23,1,p5,209,129,0.024740075692534447,1.859041454270482,1.8837815299630165
23,1,p6,241,129,0.025795651599764824,1.8597477283328772,1.885543379932642
23,1,p7,82,129,0.017868608236312866,1.8588578533381224,1.8767264615744352
23,2,p0,86,129,0.01798258349299431,1.8585577383637428,1.8765403218567371
23,2,p1,64,129,0.017099186778068542,1.857146980240941,1.8742461670190096
23,2,p2,108,129,0.01845431514084339,1.856565834954381,1.8750201500952244
23,2,p3,153,129,0.022670580074191093,1.859149694442749,1.8818202745169401
23,2,p4,178,129,0.0250267181545496,1.858446130529046,1.8834728486835957
23,2,p5,209,129,0.024907298386096954,1.8602995481342077,1.8852068465203047
23,2,p6,241,129,0.025669950991868973,1.8592308275401592,1.8849007785320282
23,2,p7,82,129,0.017894215881824493,1.857398258522153,1.8752924744039774
28,0,p0,86,129,0.005663983523845673,0.6212958320975304,0.626959815621376
28,0,p1,64,129,0.005552371963858604,0.621712613850832,0.6272649858146906
28,0,p2,108,129,0.005712613463401794,0.6233691852539778,0.6290817987173796
28,0,p3,153,129,0.006482407450675964,0.6206550318747759,0.6271374393254519
28,0,p4,178,129,0.007965819910168648,0.6209771670401096,0.6289429869502783
28,0,p5,209,129,0.007173825055360794,0.623535756021738,0.6307095810770988
28,0,p6,241,129,0.007520947605371475,0.6237485874444246,0.6312695350497961
28,0,p7,82,129,0.005727708339691162,0.630610840395093,0.6363385487347841
28,1,p0,86,129,0.005718475207686424,0.6266428511589766,0.632361326366663
28,1,p1,64,129,0.005571391433477402,0.6262552924454212,0.6318266838788986
28,1,p2,108,129,0.005733838304877281,0.6266085542738438,0.632342392578721
28,1,p3,153,129,0.006452513858675957,0.6299229972064495,0.6363755110651255
28,1,p4,178,129,0.008140835911035538,0.6242174152284861,0.6323582511395216
28,1,p5,209,129,0.007166091352701187,0.6263911500573158,0.633557241410017
28,1,p6,241,129,0.007538154721260071,0.6272292099893093,0.6347673647105694
28,1,p7,82,129,0.005644114688038826,0.6264736633747816,0.6321177780628204
28,2,p0,86,129,0.005690272897481918,0.6254881583154202,0.6311784312129021
28,2,p1,64,129,0.0055872593075037,0.6253953743726015,0.6309826336801052
28,2,p2,108,129,0.005719836801290512,0.6234151721000671,0.6291350089013577
28,2,p3,153,129,0.006639938801527023,0.6234500296413898,0.6300899684429169
28,2,p4,178,129,0.008127419278025627,0.6237030811607838,0.6318305004388094
28,2,p5,209,129,0.0074512772262096405,0.6242173109203577,0.6316685881465673
28,2,p6,241,129,0.007532639428973198,0.6247449181973934,0.6322775576263666
28,2,p7,82,129,0.005685696378350258,0.6230942979454994,0.6287799943238497
